id,fecha,cantidad,tipotrans,cuentaorigen,cuentadestino,dateCreated,lastUpdated
676070,2022-05-08,228501.65584406068,w,ErATK0JeQZadpiTWeAkmNtku0W94Pfr2mMSYN6lf0fge5cvoB9k0q8M1tBnsmUWnZq97HLMsCs326gxI1J4XuIsOtS4COUU63VlZzPXuabhWS8cs4YJXDzdzn8i4nTjxBG3omtjS6cgwUt6OV7DHyQaErps,oQRaFzVI5lFqEJUUPdpz8X544ad1CYtYQhlj698M1B56PS4dR6VYJRlIJ1JmB9Z3ACeDHiM4TrsTY1UVOjRz7B45,2023-11-26 03:55:52.414104,2023-06-05 15:52:23.899599
956714,2019-11-04,126902.96994446724,2,qSuCprIlE1IkmjyozZFDp4Igd3fiqE7vLwbHNlljRdrdX8GoK93VwAt6dlVwtAbJRt0EwEUjiu6oKfNafuSsAcBiQzrwsRhW9n135xNuXKEYTYHFjsN8V4bUzDMJibZBWBp7M9CcFQgxqWRtU3GoUNzL4Ky0tSavrMByx0nTQz,t52ztASiVNyHX1j4pe43a7BHTkVatjMJ2fU8BghYleTiRoIjL51rbYQFYBjVq6JAv6,2021-12-18 10:37:55.647912,2023-03-01 02:41:44.314989
336214,2023-07-15,623004.9589539876,rAU2tN,VE10cIz7r4hazPh6s7XQKbLtpiUK5gCdKv0ub2DkRKKiV36v82mrzml5MC79vBONLalIdc8sKvZvGrTE4i9Jpx7o1o1r5AoD3G3tv31KmYyYcfhUFjYmmOva8gFGu0N4QSpqTxuZksOAdwMpCJResCtGtt2kRbm8nxpUH4jL2zxKgwmNW9RkIQoH,KpSfEFTob3zIluMwZq65kflA7RpjytsDdvevg0ND9H1WrtzWOuNArfnM0kDdo8,2020-02-06 02:43:55.997717,2020-12-28 23:29:39.475159
315285,2021-07-04,520043.7553488196,IR5ekz1Ac,BD33x93l6vYIjGGNvcBxGYbDP3KrH8KhdMZa0C9bugMPaSeC,00scR0zmFiEpy2pBZx56Zs5G9rhbui6dVTjNXCrB7RwWNtWyIg5V1qDLlSXLZgwERhphyhY9LWboORF1RY11muwtS1etW0YhLqmBFrMJ7eCORXIwEw658Ap0tseC8yJ8Y6wCqk53nDLOw80rpMlkGFwZQuCQWzC5cbbQCxkGbA2U0qX,2019-12-25 13:13:15.535117,2023-06-27 20:12:36.990281
238583,2022-03-15,202623.12893510528,Tt5,USTkWGdhyw0yZCNaLYZP8Fz6sGnQS7cpY8ydSWyNrXXeJKgWEsgzTsZbkmguvWyRwjuZLFxjPYB5,Lv0hc4aqCYSz4hgPcsi7Xxehvj2ygcuFJqebKFV,2019-03-27 00:45:47.174111,2019-01-29 01:37:54.065466
807299,2019-06-27,272600.3891738976,MhuLZz,YP1ZNZsagoG3oGiFKFQ7gS2qenBPasNSPzGEnt8wB3vAm0,ciR9UsPjEU0uyufcESerErHGxeyKZ7c6fgcGGMboQenowSwVwuluFQC6C7l5c57Mr6UxtErHvg4nkv0swtQR,2020-04-28 14:01:02.325989,2021-10-13 02:13:45.356148
855873,2022-11-27,751979.9116122827,E4zN4sBQD,bJQXXUFaKURTocClEWcGgxcp86CtBFUvXEB1ZdLPXkAv1QEX6R9HbtupKpkGRlgQtMC7QOIgHnGCorsCn5Ys25WVZ8myGNsYziuLh4o0ARdQzo3v8r7wVdwbrrYykQdj6ovKSeVZkbqNrtiwX6EDM3IzJBdTs6k1fw1lUlUbdWJyGTJkPdSWMXPVOJvNaurQxYxMIE24eOCIGnVqEXYwlGrr61zU1f0t52UxOsEPDwhR7Xzphl,GsqAseqDQrUQXw6ER6d2BW0KBieng5NKBeCldJuiWM9qwF39gtGOL3Iy20A96mqhFz9QxiOle4h2WQH34v2KwFZvA3AjNakEImRTrMQMknrcFDxvrGTvTYTiQFdbwCbMBmbVSn1xfpKLTNPP7Amt,2019-09-20 04:58:58.579383,2023-05-01 23:05:50.878169
42276,2019-11-20,930305.2106323288,d7uhYPK23x,7NpHe23Nrov2dqnUKFdFW2lwhYeGsLdoqkO,fdQApws1snF7dAo4KSjEitMER5abRU1CHGzjRXEnMeSWeIN8XVrhpK3xutUA5LggfuwJfPCoehqZ3AI12cKTXZSpnpmYYAiP0Zrsox,2023-09-30 14:47:22.936731,2019-05-02 01:17:18.329172
274690,2020-01-10,131587.70197434255,N,vhm71dR33k2GdA9BNiULL9n3liQLyMFfJbfzu7JymOpGcHZm63i87K91MKsNszeJQDqPHRxd978kvWI4VKEJ80GgqdAjgPc1oJ4RbYisCMODQv7pOYQD4vfL0Tq,qQXiHSv0EgWmpxuJxzepG5FDvkZSbWXbxvzN3xvFJajA4hEKSsy,2023-12-03 18:43:13.231339,2021-12-27 02:10:56.975242
148724,2021-05-21,84365.43864129356,Ah0YP,5zp1c0Pgk8BFTkr0BrX5AxpPumJzVqmM1gDKfv2VvsHDa3jYn7C283DLl4CUBeh0NcAuTidzXJfMLLtDwOS1FXPxNe1ynonFmJsgV59JFqwKStFvYG3fAOwe2NpKkhNSv924WaYqljsE1c027gdR06Lo7Dfg3qWlbdAIxQWOC28aSIOlrTkYM8Z2MP4UewN7tOoxG5df6OoGLI67mx7,JQ5cn62pDpRfz0ahFoF0r0eU6HEvqKqA3ircOxyaiEzx3Q8dzXDjQa,2021-07-25 10:29:33.088514,2020-05-30 17:34:56.665897
399284,2019-07-22,670282.0662198965,FfeG5vrBa,97DPbL8wHwkqp9HsPWwAHKZfYQ6jV7txU8jLmibASMu9kE1q8llZwAKKHehObcRrMJFqUTIWCXm9Pt9ztjPhCgC4prRPCWvAfbCN3QUTMwyxbpA5bOEKjicOVEUDxVhnuUwAB33SQHmlrG86skKAPajoAF9k5Nihq7jEfIJ9HSGxjJwZMCR85SMBv1OYLenAjcuat5WhaY91tjfgMLqU4dNySMRU,hLbzF7cMFI6MM5o3qUZDCeelOzIQwE90QGqjVKwp1Gf1Pqxhh06jr9HXDGsPqbl0HISVpeN1UwIEgxhiEYfAoR6SEidqridzvUoEzhuGMYIEywMFqNHIzAgsjArFTXS,2023-12-03 20:21:31.283576,2023-04-17 00:24:10.941991
923807,2020-12-07,715756.3117392289,s3DB5HU,PUNC3hPhIz1l63h5Pm5i2evb33qFMZGczlPqpWKzrS6AgHmpr8srvGwWutZoK,pnqUDyE8oOMwjZ1gaUoa4HAOX9ncx,2022-08-15 07:18:11.830516,2022-03-24 14:17:44.456593
207528,2019-06-29,857823.2294636959,xlZ,i9QFJ2WCnfWKbCNxn1ZVqRg0HrvvxQhylUzrVtZu5XluULFGhRGZl3aTNqGUeaHDPp2dIj6FSCZxJbFZD7iKtewYaU7Wvm4B2KCCkEXZn9HR9rQDxVF4Sgpu4gyEwmEISSR4vKDerG3LLDm0sJypvcdGzvSrvWw2ad7i8BkulbNnTxQiST5K7BwRlO,x,2019-07-02 20:28:37.976790,2019-08-09 05:58:37.042570
266349,2020-12-23,785649.8567797275,hq,1gBZAzElW6W4zckDYnkhbW4K7ROFsiteJ6y3RxBntYkHe0dbqYakcJoAj0HR5FukboFwi9H9yIJaU6NmLG2SavvEPsKqtK1lyHptsxAmV90M6UTXUi0PchdiAKsignL2uMpHGP3YqnhmOajLr6LcIJ5aXkqcMW0SQlsv9Z9DPDYCrilR2Ok2Xw0qCKO6IGzwvXwvxB,obr4gZ4COeS52nkSfrz0hIbRwfdXqFGYpS0aE0uprSiJCIVJhILIq0POozR6wN2oS5ce4oMcAk0KC7VYIVpqamfKGbSnGFKRFOcuXJg810SRTbHHVWaU5rvaFnIXltwi7Z9dzvE9UWZQk0L,2021-06-30 11:50:01.094749,2019-07-03 17:45:21.712020
263611,2019-03-15,640535.7106760835,xQMHJHDMfv,aTHrYGmjdE2ozDyGKaxVvHPrApbvx4DbAUWib1DZxTyzjdW7DtCw4oY0xxmlHR2SPK5ncdt4KigYMqLN1OmK1aSK1EJ4R09HqXnToF51tdJty05nk9Wb0RwnrnF3Q0Ks4U0G8GE6sO3w0AMz2SOz0q3lldoMyx0csPtFbwt9Sr69UAgWFz,EokQBUKwgcZlWxlDQsAiqBmVFM71ZjOqFFt6gj2It91c7ojrBWOFB0WV4FkHG6mxoSpaPCAG91A9qIf0tHF3BClO4KIMh8U6VTDMYfB9WNIFCvtJImTdSPAi0D,2019-07-20 14:00:43.171483,2019-06-30 11:41:11.514745
298844,2023-08-22,408364.6794712133,HY,LgD8U29bTcRobjQwcLL0djGv2unqbdDCcXRRc3D9tnD39waYqW91fXx1SobhfVj5nGzYQ9IO8taXeyauKsSjcfVei91Loe76EzFuWJIuCmXVSgqvaU0ix91udxdMWouckDjUFsPRnVBt5,C5FxjSIjYdWSxuWhubcX1E43lp0oOKInpjpyVqJLoL5zxyQbnTJWTNMNZ7dQDyqftMUv0PhCSSxpowPUyxIaJpdbE1FMeppIAMSQwODFaQPucj6gxz1QaJoT7InYzCnOZOHfliecajdZS357BaKL5a5USvlORg826nmp97YlfJGBad,2020-02-11 09:40:14.486688,2019-05-09 04:27:21.444774
297256,2022-09-11,75230.38965569442,jZNsA8U5,XLFJBhPE6qYRDBL6uf5Lz7UQYWSXvx5L04gW88bpVheCSFSaoqAEPn1GENugUACSIr7BKy3d0af7FeWLS3FaoZKDC7UIOMwIeibuO5MFiNWtptGB7GLx96CQHoB02Bmx6IvizocwQbosj5oonApkpoyLBeITg3CZpYIODW,8ZKglgJ58WplXJWkOkbWzQvnrk1lUHylMZ47WJhWBvdMWn8DNMF7chvNb2UqO2cljdMgAvxBWs3CPkqE0DJAC3k5fc7zxnKeWo2,2021-07-19 13:50:27.008142,2020-08-19 02:31:57.967650
372555,2020-04-29,626086.1713604851,wKGhmVqyx,R9QzMc6Agye0LfQU5hA3vx7SqWJW7UzkmuewM56zTlOhaP9KPsM5wzCzvCwcgpF0yTLcUm4yGKClbsZl5qrFzJQrzTWrAzjJ7vwVqdHAkdVBNIv0R9zjO0YC6w67Hu3Eaz6JX1PMIYEU7009FZi5tx2x3pZjzwoCAczn36pTkIsgDyr6Q,zYBaBnHDxXsz9NroBZ38qKcfG3qa3WrRZnDl1eCXWq9gEuyoNiPOt8J9kTyDhdXCei9bLXFpebDS1BpMRG5D5jwAqew9WXvx3536dE2PVUq8yPEYHcO9ui5UNHIS3IwTBYtCIsxu1ySFm2,2020-08-14 22:18:29.811726,2020-03-03 20:33:46.756889
647696,2019-09-27,15387.83330513223,RGB40tB,a4EOMGExamqTGDWacjSwVSrTY9hXm0mZMZdZwdrRNo5wPzjT1BR2DDh9gNEcxza79lmLQSTMqG4jM444DVTIlqm3zH4evHTtcOldebjCijA1XWtUMduM4AudPOHZiUNEFc7NGH,OkiIACnCGo1V7vxtpyvVYH8rYOpNPJGogLUMzBdyx5vytQvWG7Igmdeur0TeF4ya6XenCPbRDl1YdWeottB2DdQFiyBQwP5UgbfADvyhiS5cwLJecb0oR6lwq6nj76UYiw2j6ryvYNg34RlpEOyprs67iY1sZaRINvbKbZ9v9G1KTsWpJmO0SMnyy6Sgns1aZrgpmG2Kbrh27pggqo4y8YpVk9XppD7crZxHjn9zheUT9Qzkums,2023-08-06 18:39:22.815465,2019-11-13 16:21:31.944502
279338,2020-09-11,871085.9771700602,2vIi,lk3pOJMjw3OPbhiDCFZSINhlFrnBMzTywEn93oMKFqGy,LcR62i19XKaX1puU1s7ABMc1Yn2UtPSrRy5uPqYJNFNRIoemiGbmxD51e4Rv2zk81l9vi26dChLvyICa0YxyuXafnN5PNXFfhyEipITYuUPWYAUgiBSXI,2023-05-12 19:20:21.887296,2023-09-01 03:52:29.215965
779827,2020-07-23,378302.75917815755,mz3,JZyqIbATiqv6ZX1t4C3MdLfUl9t8sYtvtDtObLLWqTlIFwH6cGUbO6mpB0degOGhVPoqZcdnJ2TimoRhi9RwnFwH4Bv57IjVwgwZh4TDZN3tynMDo47xwm1YVd5k4RUtUmP75YreGRsEVAfHhktp3h08Br96M5UShxauMg4VrHiIGDpUM4T9r1Y4sKDnJcgytiioq7weYNBcwdkYb8I1qFrYJ3BmveFK6DLS,ljLtQ3gFb66gU4XFTOJ6MXUJXkSs1y1FJxIHxQs9PZQm9OyJh8ljTlWrD07X8TiGjLvyspIdF52aSMEFESatI3Z4yenaRK7GY,2019-02-11 06:51:16.986556,2022-05-18 05:04:45.343444
64413,2022-10-31,732108.9898799388,ymcQF3KNzx,QrmGJA0Z4inrIspIern5iV1ValJw3BHjskujFbM63PUUTDwVPdaDuEVe5XgQbINoQ65K5irKcWyGZvWokoon3hSuipw30AvS1SJCrCnyXOc74SMVWEcBN1s8bH78Mfjo9Ha6ZJrYndULvx6TdMoF1Df0bzqR07FyI1rNCVvDMrGrnRUzisFMD8aBeslWAtAllh2jpUgUdyayCyJpkohIaIrggkKtvirB9Iv,Kh99VnaGxL2iqyX3MhbniU7JqAU99qNV2DYOjwER9BThvrqmbjMEuL5pQnke4qlW6qgaGZKDi9L659Yt8jJFpQLP0vmjudUMi2InE6cWZg2wMHWLnccylGt9ZE5P093BJWK5Mk2k2Hf6G06MLW9CQdAM42TzSqQatOUiQ2eOztBotPtSAxYCFqw0yzte8wd7Roo1x9iTp,2019-07-27 19:54:22.971139,2021-02-04 16:51:20.150590
596929,2022-06-22,96216.28973486455,e,zm3choWzFbTJCQndBHp2staco8Kgtd4gCrXTs8mHRCGpQQFtTgFtcB6QcTPkISV9ebdPLfjRlH959JgqHXGJlJd77RdUfoCPTg1asuruhQTx6ZHEZBYcFclAu05CFyAdAdRZ22FzonDnmTT2t7hHsgYyDsvPCrdbbgZKIEcUEhw,RyCuHJL7U066ih6lb6wXsKykAtq2k6M0ji5hJM8m0xXBS34jSLTrPEKWHxjsz7mK3XutUjRMpvDvfqDD0oLbv6Dt7ePebi3Pb0yiTeMNF5Kvl4Bawtrj2bcXqtl92Iyx2BIa2XQ7UHxeRFvXBKYZoepFhq8C9DSTUk6qeHSlrfhz4xjI2TuWdSBoLwpX0MRirHXiC2ok6,2020-10-05 12:34:23.332596,2022-12-14 23:09:43.802422
10172,2022-07-29,350824.11482562684,sZ6BJsU,tmLALbmSKiMihZWTPPVkomOouCItKLMLVBttjiPbuFTnrn4J55ktkdsnJthbfyR0BlsKqi04BzwnrOzppSyVIz636bXVPyM2icSPE2o2Dje26o1QiOg25yZpTHI6S1lGT0hQsg1A48RtTQnDvSyuKBO5naRpYcs6milxMgOvpUZ0UBgsPRhxsZq2RB9t33EDxc0FPHe9qkdpTBVKFHvko8pnXejl,zpe5o8YWPW3FMrwbwyRqyUE765lGF7NMHmMeWEQsiagZFefVssgXxNa6,2021-04-09 14:20:14.107801,2020-01-21 14:34:25.373622
916683,2022-10-18,270938.7605147471,GazjAe4emM,kx3y9pICWM,y2Wta68CLx4O9Dzg8obdisnKUAamtwIrScAH4Blh4haXuuUcZb276QXVkMVd3A2uFSyVhDisAvj7NKU1l4uw6QYheQA4gdy6OsFdQ9Wg5ndAAZ29Am6k87eh1f57a5LSE6H8LB7k2o9HGPCVtWBkmbMPJURSpUxl5vVILrKbsPUBQuHRKGuQ4T0kwo8KV4R2hF5eqAJzOkttcrotLdveUrUavUkp7WSPfZ2tYeBZ9,2020-06-24 22:42:45.515635,2022-10-24 12:27:49.487916
571122,2022-06-23,659041.4509614368,KrJlvzEy,aJ4es4bRZiuCvL0L5HNnIvWjtqCqkS30o1RTad6IRaJjNQ7DzFl1DGft3I3bzIYQJJrTurb02AbwNGO6sqtsyAFfIII5ZyVwZmnxM4hxxa61ZfCMn894xuu63UbYhhMpGqQ8k9aahbeckTHQ327FsyketyaOMm,gEYxpUw424YCHZy7iCB2OeUE1JlwkjzsXHoOb3iIV82CjQSDM8i5z3ifnvJxiyAMV7dCQCSBYpuYYv41sZhwCgM4xkxMrn3EW0ginuG688TFmH8L7Z5PPR6WQp5FNnieaFjOkVP,2022-02-20 05:29:29.938342,2023-10-20 03:56:19.837856
937398,2022-09-09,172185.43113724323,iK,7pUOXAStlstmbuJr1rYL94KPlbANok0I7i4QCSe01WXiXSD5KKdXgs,RgiJfCf7P41n7CiRKynvkZeDsH5G41masiGxA420IJhUtdIi7aHMSulCG2K3FrrTbqxcI9IAuawSSNTU7Ubau0ajvwMNes86MgyCkLlbZ,2021-06-19 12:40:25.403250,2021-05-19 05:29:31.255760
771525,2021-12-16,830975.2899623025,GFu9U,1NI2AthNB5bPGFV2HTJXfCb5ixoTlNUJHrph3dnxCAtvdm5KU1TNoJBGuZZgKdkrSrUuWTtOSfehS4ENnUa,kZRhAUE1sZO9VpQ4IN7EaDBPcn9A1NBp7BKP47B5zULcV5EgGwegrP2iqp7jPLCceB7lC0KhacBHNIiKylrXdVU8I5nnXWPCEFud0Pu7IOyQimRwlkH4L8tDYmiVVSTvx1RazuTscCj2GxOpRBhSDT6sSxSZsMl8G0i9BffbsIj3ep8m253NFiEWEgVQWTqMNxQg0ss4Zp,2023-07-27 11:16:20.929280,2022-05-12 07:00:21.634203
354053,2019-09-03,609256.0245541652,WEr4v,eXtbhyxcwL1UP,RC2LHxq1pfQv61psEFpO3NLcQOIOQsEMxEDAhq46KyEBYdiSnhSA8rGOlvFJdUUuTvE26RuBhEkd0FV6bWdxehdep642LtUKsHtlI8YeejsyNNUs6c2nHZHTH2om9b38l5omyk0YqesjLCP37OIlmrsku9IKFHJTxL8DkvFCI7,2022-03-18 18:22:41.899995,2019-11-21 17:44:45.498090
757038,2022-07-01,683168.4184490097,q1iw0hPc,6DVSwOZhMRvalUwLkcvB9Wij0X2JHjlKR4eg941oPgGFjybwyqSKU0W2eI6aVFqqJaApu6OraWz5RoosSiSHl5yHkzMZg55RUouXSTD1sqwyvo9gzJLPZ1Vz2YjwdxfHy6dt8CmpMZnEIlJmATNaINbcZV67ZxinPq7Xkx9IhhhBLZr96qm1tC0fbJMDnqmYBXma3uh9bJVg681lCge2E1EyGZwlvTJ1d4xgI,RG4M99k,2022-02-11 08:21:02.258830,2019-05-27 14:19:18.780838
188883,2023-09-21,619157.3622347671,FZN,CPupJwWNR6G4FyhnE9e00iuje45KkQ8M0EiO6NzY9RyXJGOCv5jQBnQvOLq6bVM,5nO8czeohTwHmJXjjUTJrEhNOaP605ggURtOFVxnPHD6UyyfLLgso4LwDiway5P5YEdwqzwq0Dutpn79AmTSK07Yn4do1MTiso5VH5fDB3IH0RXiIjEmZhpzFQyQR7AvH7EfpQ2pYO7GxRQMgBxV5D9nShc82sSGqAKRn3DplZPPqotAPM0Kmv0i1YIewCqp79rp3ptYn7,2022-03-25 05:06:18.163659,2021-03-25 13:57:18.799454
381226,2021-05-09,194558.78413103722,sWNNRj,KKaNlWzWDx5tl98UsHKCdZCXiJxur33K2KojTPfW40Rbmh25NbDEqpdClSs9kdX4QoaIZMeu7UUDIS04HI2YAiWkeQ7fJl6lPWQdi39cY3gh6Zd8Abf31dkTB455vnbz8JbHHzceqg0ECRwHp3XG4IqhcTQPgIIjLHwltT9uTlJ2hlpceUrejjtj3Jy88DqEjc4Oby9uBe5OCnSEVRaUMfhPnnlilT3U0EEhQrSQ6ziSgFiZm7DE,iiC3FWOSdpMVHDivzbP7uUV9R01yUqGeCZOneRxSq6Y6CMnUzZuojK36nEJ4F8PY4p5b2TiJpVSTcZWBS3VzmGbaJhmEQ3IDJbINPe06NNcK2iulObIwRe2MhLKTaAQcJL2NZS98VxmpuBE13kSRIU7rFYhNhpYMNGaqXL1KQ0ydyG5A,2020-07-16 17:25:21.620899,2022-03-13 16:59:12.358867
499405,2020-03-28,581211.9166351174,Q,O7QOLt6dhN9bDAny1,sQ2sfSMkmH0tU5LRrH2YH0sxHBpQ1SXpiyo1wghG4TgmoN3rfCN7Fy,2023-11-13 22:37:06.880260,2019-11-29 17:19:14.972458
799984,2020-02-13,472162.5334984768,cVbtl4,8B2kxEat4nA5io13csGom4Zw3URJizbWMVKDAltzVsYWhC7LgWv3vMAcKLd77h7hzbl719wHaA7TMQQd3CBeyb7n4Pqc7ttM9VVKjY6tJVGo6oiqnbBoqhJ6GLEMLVRONzL1ZdRDnN0dpUR0Sw6gWXFcVEjQbrPEDwR7L9mTqFGY8MZrB7Rw5Z,V0QPAAWCcEcchjk2hs1H5QMpNhO50Fs0GHWnB31qTbLe63LOE7Mj,2023-05-25 23:29:08.758389,2023-03-12 11:39:11.724932
278505,2022-09-12,735962.143095112,3c9SUxX,DYpYP5x4wuJaplbrKIzDXPyzNAlnMNYw4BMKuvangpdliFGzVOwmwLYNpWwe4tBjpzHeRhq3ue9k4ljTJRAQFMcw5uwW,7O6ZxOQq8nBNfByat43KrfadoToT5JjDKpqwIqMP5nzzGo9LFGnVi9Bc3JShswtLLlng0Tc,2023-03-22 01:12:16.360746,2023-06-13 17:11:23.452424
872619,2023-04-24,584486.7857756384,8x,qnXWOhLMuR6iOJYFcKeVG2hkcuN7IJCi0BfyGmqq4liRX1vICgSeISYjlYktyoFGxQp7oosVkn0p5NBQZ68zEctZMeh9fj0r7WEFuZLgrCIf7nmK5bbFYlLOYRrWprtYkkIL4StkfdycwvVa0FI,aoZX4lFVSqmbrk89DyA8NnBeaZwWruji4aGRuZczqOk3XX9xWSRxgGNSDApc3iLsPrGpBRRoX1X9ebfMpIfGOtsCQJfXOZP5DvVFuGQ60CyQBubCGXdAsoRZ3roxOHpdREXBdAKU5yKrOJA1FBgt555TI7oy2BRz2ZXHowNXJEkp2ZTdIjkLFxmwI690CjAExGOv6i0XU6ViIpjp4jSs,2019-10-03 19:10:00.694827,2020-12-15 16:22:59.369315
198302,2021-04-20,232051.92490712658,Hd0hnMp,IaF,W1HDnTm14zcq88xNO7Iqx3NM9uEebmK1mDpdNmlVScIeMDPmloE9y3Wrn0yPBbHCCKWyTVxcfM3nZ0CHEpihJPlEsXJ4tqx8LeaVPJoVZuwJmNDUWydSiGCnnI7RdO2OcAQOl5yirbnNLqabf0QHDYmaDbKnKNiUGoKWmmemE4rTiYbK07ObTj3dD3YNI2uRIvbADdKL3TNRM1dCgAJ32a7pMZaqeiknunyOWGvfyJB,2020-10-08 12:39:15.890508,2021-03-14 17:52:57.638792
911461,2022-01-07,512330.7451165224,TVl,Utww2XiIZKfyXEL998f6g1f2XPSNpmTsO3hNqPUWQgQJMrIQpLNHDJKKxOHgiULvqi41dFAOpgFr9nRU3DtV0FP1mPLDgM9WFL0yCipQ7jV5fHTSe9EZmnPxm90sZJbEqJKbykN6tLwCZnlnQx4UhyTkatoqtq75ra5WnOTenAeeoMnOoLTQ430yVtgjW1y0YPRxAVkqvWNS0UgHnvw0qqqxXjD2h,0LpuVzxR4pDsrCjaEWnzhWERYiu4Ppm8J8otkhisr4kcp1fjxO3XW5xABGtkiqUkM1FB9GW6UuvzZWFdpTLxGgrxqYeufxYE4qfgzqG8YnOgt8Y4HUwEX6dF6CTmQjiWmi5o6AmkF9fnDkw2mUW9k78mmIFFb60QUnE2Fy3fPTnpERfIUNTy5n1SuRymmI0haxzO1DTJGlzqW6uP7IBAhpABpSC75HaXgWAj6kvBRmaSiZAIQcqHorDBliQo,2018-12-27 16:30:48.663875,2021-02-16 19:44:43.250649
103719,2021-12-07,803548.788748447,GSNA0,xxe6LpfNN5kZPNMR3TLDZGOzclUlFalKXm5VEX,92LH7AhTNd1zLRyGeAGr3d3GinmuQCMY2NRwGEiLcAZz447uOrdSA6qb8hpQlvBg3tWo9cr85sAHXtJypSDNL100KtHXnaaBvkn9Lh5mVTvxDaDqGwLYhu4TaKZJeCeWSUlfUbHarVX8UaD8dttX1cAecpF9AuD6KTyj1bPKnLR2s8j6LLB87zVoYTH9Nfkga8Aj3YdRhIKAAx,2020-11-03 20:51:46.613279,2021-01-15 23:08:07.899777
82729,2021-08-15,755714.8743306178,enFM,2WUXIUf5hgcVRONXORDLwQedyIvUoSU6JSmhyVpr7m3RjIRoL2k9dDwyp55BBlA24w6Oosp3v,vW8vHSnWxjAqzN6vTciVpw6mO8Lan9rM8FwepXTDnEeSnhHg6Nicfjh2hwtBNpjl3jVescldyUpci7lEx5WhErVe2wPE6EGpOO,2020-08-25 09:21:06.172841,2022-11-28 10:24:59.673792
113396,2019-01-05,289826.54857365694,H9,H00sHEH9YbZFvhu0VfDRxVCdKTt9C9PZuA2MdAElgVc8a5EErRVDBDxNDCY7Dfd9QJYeTETo4yvHYNSPfA2STpxHXtWv578OAMsV2ZljuQyMjApjr9wiAvE0AoeFBIU7jSn3daeq2PY7ih4QyjPfPEIYOhFYpngqmghJhG2Q5o2GyBA9gI9yV5JrP1iAeWpX0LCVerryCRKpFqfvPi23G,uVUqXNhai,2023-03-30 02:19:32.439545,2023-11-14 13:22:02.492817
106263,2023-12-07,846968.1152785113,X,AW70PJCi5AyABU3yZMWK1NZjos5nut6BT7zCzMyeZ,eXe7Awh7kZKBDHKyXTCHiOpt4LIWPjh7byduDjVZuutk0nhGRgbhpbgCUTDrb0ef1UoZdv7f9JrmSp2oIglGxwUe9Q8zDvNVII4a7IFS02Y6YnaeTxbgoBP4hV4x2gsORpDfhB,2020-11-27 23:55:22.328267,2021-09-17 08:34:06.273997
226003,2020-07-18,662014.0496487335,wM,ZHg660pgglzLVaLKikSYY8rUwTaG24GrzHtlYhe8zLD63oI9Eqz9JCdGyu6rrfEavzvuo7wIFxyuKixTZlFXultmMLyplqTJ8xDBBFK8KdS4P1f6kuzgX0buJfqP6eNlyw3YyShXdakr7V0i27ijVJSTVHbJYvKZTS5Evyr8B1hLHXF1v4ltPGVuwaAjJ59CQKtYTUHdW5NYsNlSSyq7l4iJqVIN0jBsy,ZMAv4bMmjaR4YDR2zqZf6lHS1CS4vbxAZgrzWnuKz5I4tvAAP57lUXSEDbmHA6UhvtoZMq62FU5XlzUi6mQL6YI6HJ0rSIAaDUg18Co8eJwassXEQi1XDW0xgeLqT4fRwSMnXmo2XrnpQEhXgjJSJRYJzdFQMv,2023-03-01 16:56:41.402224,2021-03-31 17:43:53.782893
888739,2019-01-29,870723.4719084624,JsDw3VQRgp,ehVp0eUhbhJ5xwvZAANJGDpuzYxTu75x7LsyZplaQMnj4YDXJOyQE7fBwsEgAWifSg48es4YpC263cWyryGo5VM8tjRk8MvSmtMYScrBuo0dmvz9Db7kuWG8HVHPrlZPR7qtfVejDwvW5syfaVTb6JnC8DkEbgYABtvA6SkAcG,GppQGI0j6Ex35yHHLtcAEanbR4nhgz7HWeTgJkYyLSf0IcRVi0VISkIZsGnMaKEuPBk9TeErdsUrQOVyCZKEvuSSJZlu6JdSjDsYrVPJse20hr0pyzBeCitNN0ikXpd5NYq7BUiDhpyohQYF,2020-06-02 13:18:11.547404,2023-12-08 02:49:39.095787
113192,2020-04-26,337529.66491387476,c,y2rjpuwppgvOwUbjZkPGlINvVxK817MJ2ObL9pshdjjvHISNASIZhevUb3fd8IysYZPkJxURiP54toM8pMtyCKpmAvB1w8Vz54ZdjpCBwGIyBGzJcsrOIOq7kbXA29jEUwmGG9x8eKHI0vbKI3if6QzygzebJu8wh1mhBATZrLL9DXoo2rcjDABdMNazBoLQthcn9V6NXnjMkEN0CuUX8c77r4lpLdC0NIFtB85oVU3clnNjVkeWr,woJrL4k45pSfjYhsRGy2xEHNwuSG8GrcUEuVjmKcoyYZ88nux3XQhwERi46MFQqkgQiS7cO3WbFjE9QFEI,2019-05-01 06:33:57.048226,2019-02-24 17:02:52.005132
